tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-10,220,1304,70%,76%,1262,c1,yes,,131,272,
TIK-10,220,1304,70%,76%,1262,c2,yes,,131,272,
TIK-10,229,1438,70%,76%,1374,c1,yes,,203,291,
TIK-10,233,1191,70%,77%,1174,c1,yes,,136,285,
TIK-10,233,1191,70%,77%,1174,c2,yes,,136,285,
TIK-10,236,1285,70%,76%,1258,c1,yes,,263,306,
TIK-10,236,1285,70%,76%,1258,c2,yes,,263,306,
TIK-11,418,1385,70%,74%,1363,c1,yes,,246,194,
TIK-11,418,1385,70%,74%,1363,c2,yes,,246,194,
TIK-11,423,1313,70%,70%,1285,c1,yes,,156,249,
TIK-11,423,1313,70%,70%,1285,c2,yes,,156,249,
TIK-11,428,1350,70%,78%,1275,c1,yes,,138,175,
TIK-11,428,1350,70%,78%,1275,c2,yes,,138,175,
TIK-11,440,1850,70%,75%,1828,c2,yes,,144,236,
TIK-11,443,1380,70%,78%,1324,c1,yes,,122,186,
TIK-11,459,1614,70%,79%,1595,c1,yes,,108,201,
TIK-11,459,1614,70%,79%,1595,c2,yes,,108,201,
TIK-11,475,1550,70%,84%,1514,c1,yes,,77,260,
TIK-11,475,1550,70%,84%,1514,c2,yes,,77,260,
TIK-11,477,1863,70%,79%,1833,c1,yes,,119,281,
TIK-11,477,1863,70%,79%,1833,c2,yes,,119,281,
TIK-11,497,1188,70%,76%,1173,c1,yes,,86,220,
TIK-11,497,1188,70%,76%,1173,c2,yes,,86,220,
TIK-12,1738,1226,70%,76%,1192,c1,yes,,79,237,
TIK-12,1738,1226,70%,76%,1192,c2,yes,,79,237,
TIK-12,1763,1650,70%,76%,1645,c1,yes,,118,515,
TIK-12,1763,1650,70%,76%,1645,c2,yes,,118,515,
TIK-14,267,885,70%,75%,744,c1,yes,,179,193,
TIK-14,267,885,70%,75%,744,c2,yes,,179,193,
TIK-17,523,1344,70%,76%,1310,c1,yes,,138,333,
TIK-17,523,1344,70%,76%,1310,c2,yes,,138,333,
TIK-17,525,1390,70%,73%,1360,c1,yes,,137,355,
TIK-17,525,1390,70%,73%,1360,c2,yes,,137,355,
TIK-17,554,1112,70%,74%,1066,c1,yes,,115,153,
TIK-17,554,1112,70%,74%,1066,c2,yes,,115,153,
TIK-17,558,1249,70%,78%,1209,c1,yes,,121,152,
TIK-17,558,1249,70%,78%,1209,c2,yes,,121,152,
TIK-17,560,1045,70%,77%,1028,c1,yes,,114,190,
TIK-17,560,1045,70%,77%,1028,c2,yes,,114,190,
TIK-18,1631,1431,70%,80%,1419,c1,yes,,167,152,
TIK-18,1633,1216,70%,79%,1192,c1,yes,,185,119,
TIK-18,1641,1417,70%,74%,1389,c1,yes,,242,109,
TIK-18,1641,1417,70%,74%,1389,c2,yes,,242,109,
TIK-19,1287,819,70%,72%,790,c1,yes,,231,214,
TIK-19,1287,819,70%,72%,790,c2,yes,,231,214,
TIK-19,1317,1039,70%,71%,968,c1,yes,,182,287,
TIK-19,1317,1039,70%,71%,968,c2,yes,,182,287,
TIK-19,1331,657,70%,71%,633,c1,yes,,124,253,
TIK-19,1331,657,70%,71%,633,c2,yes,,124,253,
TIK-20,1954,1596,70%,80%,1538,c1,yes,,97,157,
TIK-20,1954,1596,70%,80%,1538,c2,yes,,97,157,
TIK-20,1964,977,70%,77%,924,c1,yes,,124,150,
TIK-20,1964,977,70%,77%,924,c2,yes,,124,150,
TIK-20,1969,1526,70%,75%,1477,c1,yes,,191,180,
TIK-20,1969,1526,70%,75%,1477,c2,yes,,191,180,
TIK-20,1973,1206,70%,75%,1076,c1,yes,,103,237,
TIK-20,1973,1206,70%,75%,1076,c2,yes,,103,237,
TIK-20,1974,1524,70%,78%,1454,c1,yes,,297,160,
TIK-20,1974,1524,70%,78%,1454,c2,yes,,297,160,
TIK-20,2002,975,70%,79%,948,c1,yes,,204,230,
TIK-20,2002,975,70%,79%,948,c2,yes,,204,230,
TIK-22,338,1218,70%,64%,1174,c1,yes,,533,266,
TIK-22,338,1218,70%,64%,1174,c2,yes,,533,266,
TIK-22,344,1409,70%,71%,1361,c1,yes,,385,328,
TIK-22,344,1409,70%,71%,1361,c2,yes,,385,328,
TIK-22,361,1228,70%,71%,1182,c1,yes,,303,174,
TIK-22,361,1228,70%,71%,1182,c2,yes,,303,174,
TIK-22,370,1214,70%,69%,1172,c1,yes,,79,294,
TIK-22,370,1214,70%,69%,1172,c2,yes,,79,294,
TIK-22,371,1337,70%,71%,1282,c1,yes,,296,315,
TIK-22,371,1337,70%,71%,1282,c2,yes,,296,315,
TIK-22,388,1416,70%,74%,1370,c1,yes,,156,311,
TIK-22,388,1416,70%,74%,1370,c2,yes,,156,311,
TIK-22,390,669,70%,71%,655,c1,yes,,187,109,
TIK-22,390,669,70%,71%,655,c2,yes,,187,109,
TIK-22,398,1050,70%,76%,1000,c1,yes,,75,257,
TIK-22,398,1050,70%,76%,1000,c2,yes,,75,257,
TIK-23,2046,1356,70%,83%,1301,c1,yes,,180,179,
TIK-23,2055,1254,70%,81%,1222,c1,yes,,71,150,
TIK-23,2055,1254,70%,81%,1222,c2,yes,,71,150,
TIK-23,2056,1479,70%,81%,1451,c2,yes,,114,196,
TIK-23,2072,1262,70%,74%,1225,c1,yes,,86,154,
TIK-25,1004,1083,70%,75%,991,c1,yes,,75,221,КОИБ
TIK-25,1004,1083,70%,75%,991,c2,yes,,75,221,КОИБ
TIK-25,1008,1243,70%,79%,1145,c1,yes,,87,311,КОИБ
TIK-25,1008,1243,70%,79%,1145,c2,yes,,87,311,КОИБ
TIK-25,1012,850,70%,74%,836,c1,yes,,109,314,КОИБ
TIK-25,1036,1149,70%,77%,1076,c1,yes,,54,220,КОИБ
TIK-25,1036,1149,70%,77%,1076,c2,yes,,54,220,КОИБ
TIK-27,1379,1295,70%,77%,1269,c1,yes,,67,326,
TIK-27,1379,1295,70%,77%,1269,c2,yes,,67,326,
TIK-27,1411,416,70%,70%,393,c1,yes,,94,127,
TIK-27,1411,416,70%,70%,393,c2,yes,,94,127,
TIK-29,2125,1101,70%,81%,1027,c2,yes,,98,153,
TIK-29,2145,1428,70%,76%,1404,c1,yes,,217,163,
TIK-29,2145,1428,70%,76%,1404,c2,yes,,217,163,
TIK-29,2161,1833,70%,70%,1783,c2,yes,,62,237,
TIK-3,616,1574,69%,75%,1545,c1,yes,,320,290,
TIK-4,907,1273,69%,74%,1196,c1,yes,,113,315,КОИБ
TIK-4,907,1273,69%,74%,1196,c2,yes,,113,315,КОИБ
TIK-4,935,1144,69%,79%,1111,c1,yes,,192,289,КОИБ
TIK-4,935,1144,69%,79%,1111,c2,yes,,192,289,КОИБ
TIK-4,936,1215,69%,76%,1186,c1,yes,,130,290,КОИБ
TIK-4,936,1215,69%,76%,1186,c2,yes,,130,290,КОИБ
TIK-4,946,961,69%,69%,870,c1,yes,,112,176,КОИБ
TIK-4,946,961,69%,69%,870,c2,yes,,112,176,КОИБ
TIK-4,960,1358,69%,75%,1326,c1,yes,,373,399,КОИБ
TIK-4,960,1358,69%,75%,1326,c2,yes,,373,399,КОИБ
TIK-5,1529,1700,69%,74%,1685,c1,yes,,214,254,
TIK-5,1529,1700,69%,74%,1685,c2,yes,,214,254,
TIK-8,1685,2235,69%,75%,2184,c1,yes,,302,352,КОИБ
TIK-9,1805,1419,69%,74%,1336,c1,yes,,75,473,
TIK-9,1805,1419,69%,74%,1336,c2,yes,,75,473,
TIK-10,206,1171,69%,73%,1144,c1,yes,,122,273,
TIK-10,206,1171,69%,73%,1144,c2,yes,,122,273,
TIK-10,228,1255,69%,74%,1232,c2,yes,,99,303,
TIK-10,232,1457,69%,73%,1409,c1,yes,,172,345,
TIK-10,232,1457,69%,73%,1409,c2,yes,,172,345,
TIK-10,242,1177,69%,73%,1158,c1,yes,,228,244,
TIK-10,242,1177,69%,73%,1158,c2,yes,,228,244,
TIK-11,441,1562,69%,73%,1513,c2,yes,,229,227,
TIK-11,461,1606,69%,77%,1574,c1,yes,,247,175,
TIK-11,461,1606,69%,77%,1574,c2,yes,,247,175,
TIK-14,273,1472,69%,80%,1436,c1,yes,,196,198,
TIK-14,273,1472,69%,80%,1436,c2,yes,,196,198,
TIK-14,291,728,69%,80%,695,c1,yes,,162,164,
TIK-14,291,728,69%,80%,695,c2,yes,,162,164,
TIK-15,1230,1309,69%,81%,1248,c1,yes,,76,139,КОИБ
TIK-15,1230,1309,69%,81%,1248,c2,yes,,76,139,КОИБ
TIK-17,530,1470,69%,75%,1423,c1,yes,,90,335,
TIK-17,547,1139,69%,72%,1119,c1,yes,,111,342,
TIK-17,547,1139,69%,72%,1119,c2,yes,,111,342,
TIK-18,1660,1522,69%,72%,1401,c1,yes,,282,153,
TIK-18,1660,1522,69%,72%,1401,c2,yes,,282,153,
TIK-19,1296,965,69%,69%,937,c1,yes,,170,240,
TIK-19,1296,965,69%,69%,937,c2,yes,,170,240,
TIK-20,1977,1894,69%,70%,1849,c2,yes,,286,287,
TIK-22,341,1053,69%,69%,1015,c1,yes,,146,354,
TIK-23,2057,1317,69%,83%,1255,c1,yes,,131,145,
TIK-23,2057,1317,69%,83%,1255,c2,yes,,131,145,
TIK-24,1563,1046,69%,75%,985,c1,yes,,85,239,
TIK-25,1035,1371,69%,75%,1328,c1,yes,,138,264,КОИБ
TIK-25,1035,1371,69%,75%,1328,c2,yes,,138,264,КОИБ
TIK-25,1041,1554,69%,77%,1466,c1,yes,,92,348,КОИБ
TIK-25,1041,1554,69%,77%,1466,c2,yes,,92,348,КОИБ
TIK-25,1043,926,69%,76%,862,c1,yes,,157,216,КОИБ
TIK-25,1043,926,69%,76%,862,c2,yes,,157,216,КОИБ
TIK-25,975,999,69%,76%,947,c1,yes,,127,278,КОИБ
TIK-25,975,999,69%,76%,947,c2,yes,,127,278,КОИБ
TIK-25,985,1187,69%,75%,1154,c1,yes,,78,307,КОИБ
TIK-25,985,1187,69%,75%,1154,c2,yes,,78,307,КОИБ
TIK-25,989,764,69%,75%,736,c1,yes,,60,253,КОИБ
TIK-25,989,764,69%,75%,736,c2,yes,,60,253,КОИБ
TIK-27,1368,1492,69%,68%,1470,c1,yes,,600,331,
TIK-27,1368,1492,69%,68%,1470,c2,yes,,600,331,
TIK-27,1378,1057,69%,75%,1027,c1,yes,,96,366,
TIK-27,1378,1057,69%,75%,1027,c2,yes,,96,366,
TIK-27,1397,1070,69%,68%,1034,c1,yes,,279,265,
TIK-27,1397,1070,69%,68%,1034,c2,yes,,279,265,
TIK-27,1399,1067,69%,68%,1045,c1,yes,,216,296,
TIK-27,1399,1067,69%,68%,1045,c2,yes,,216,296,
TIK-28,1935,986,69%,78%,977,c1,yes,,104,215,
TIK-28,1935,986,69%,78%,977,c2,yes,,104,215,
TIK-29,2159,1760,69%,73%,1720,c1,yes,,148,160,
TIK-29,2159,1760,69%,73%,1720,c2,yes,,148,160,
TIK-29,2163,1394,69%,75%,1379,c1,yes,,83,201,
TIK-29,2163,1394,69%,75%,1379,c2,yes,,83,201,
TIK-1,15,1251,68%,70%,1000,c1,yes,,415,131,
TIK-1,15,1251,68%,70%,1000,c2,yes,,415,131,
TIK-1,19,1064,68%,72%,1045,c1,yes,,317,111,
TIK-1,19,1064,68%,72%,1045,c2,yes,,317,111,
TIK-1,44,785,68%,70%,761,c2,yes,,195,64,
TIK-2,108,1002,68%,73%,822,c1,yes,,125,164,КОИБ
TIK-2,108,1002,68%,73%,822,c2,yes,,125,164,КОИБ
TIK-2,109,1106,68%,70%,1048,c1,yes,,228,221,КОИБ
TIK-2,109,1106,68%,70%,1048,c2,yes,,228,221,КОИБ
TIK-2,163,810,68%,72%,778,c1,yes,,131,138,КОИБ
TIK-2,163,810,68%,72%,778,c2,yes,,131,138,КОИБ
TIK-2,177,1354,68%,72%,1247,c2,yes,,192,230,КОИБ
TIK-3,627,969,68%,76%,945,c2,yes,,143,261,
TIK-4,934,1116,68%,75%,1077,c1,yes,,104,280,КОИБ
TIK-4,934,1116,68%,75%,1077,c2,yes,,104,280,КОИБ
TIK-4,947,961,68%,68%,878,c1,yes,,152,156,КОИБ
TIK-4,947,961,68%,68%,878,c2,yes,,152,156,КОИБ
TIK-8,1719,960,68%,79%,949,c1,yes,,40,149,КОИБ
TIK-8,1719,960,68%,79%,949,c2,yes,,40,149,КОИБ
TIK-9,1794,1444,68%,81%,1408,c1,yes,,173,349,
TIK-9,1794,1444,68%,81%,1408,c2,yes,,173,349,
TIK-9,1799,1071,68%,84%,945,c1,yes,,86,291,
TIK-9,1799,1071,68%,84%,945,c2,yes,,86,291,
TIK-9,1827,1456,68%,73%,1446,c1,yes,,206,356,
TIK-9,1827,1456,68%,73%,1446,c2,yes,,206,356,
TIK-9,1828,1387,68%,76%,1343,c1,yes,,47,318,
TIK-9,1828,1387,68%,76%,1343,c2,yes,,47,318,
TIK-9,1844,1401,68%,76%,1365,c2,yes,,113,461,
TIK-10,209,1255,68%,77%,1209,c1,yes,,170,291,
TIK-10,209,1255,68%,77%,1209,c2,yes,,170,291,
TIK-11,480,1599,68%,81%,1554,c1,yes,,51,243,
TIK-11,480,1599,68%,81%,1554,c2,yes,,51,243,
TIK-11,503,1779,68%,72%,1713,c2,yes,,256,290,
TIK-14,275,1201,68%,79%,1171,c1,yes,,172,286,
TIK-14,275,1201,68%,79%,1171,c2,yes,,172,286,
TIK-14,282,1505,68%,78%,1455,c1,yes,,133,424,
TIK-14,282,1505,68%,78%,1455,c2,yes,,133,424,
TIK-14,307,1257,68%,69%,1254,c1,yes,,453,324,
TIK-14,307,1257,68%,69%,1254,c2,yes,,453,324,
TIK-15,1220,1271,68%,80%,1216,c1,yes,,128,137,КОИБ
TIK-15,1220,1271,68%,80%,1216,c2,yes,,128,137,КОИБ
TIK-18,1617,1053,68%,73%,1004,c1,yes,,142,119,
TIK-18,1617,1053,68%,73%,1004,c2,yes,,142,119,
TIK-18,1618,985,68%,73%,962,c1,yes,,256,84,
TIK-18,1618,985,68%,73%,962,c2,yes,,256,84,
TIK-20,1972,1155,68%,77%,1148,c2,yes,,232,181,
TIK-20,1984,1623,68%,77%,1580,c1,yes,,303,167,
TIK-20,1990,786,68%,78%,720,c1,yes,,48,139,
TIK-20,2004,1584,68%,79%,1560,c1,yes,,246,575,
TIK-20,2004,1584,68%,79%,1560,c2,yes,,246,575,
TIK-20,2010,1686,68%,75%,1631,c1,yes,,373,247,
TIK-20,2010,1686,68%,75%,1631,c2,yes,,373,247,
TIK-20,2016,1457,68%,77%,1447,c1,yes,,291,593,
TIK-20,2016,1457,68%,77%,1447,c2,yes,,291,593,
TIK-20,2020,1293,68%,75%,1220,c1,yes,,211,291,
TIK-20,2020,1293,68%,75%,1220,c2,yes,,211,291,
TIK-22,340,1071,68%,66%,1024,c1,yes,,296,199,
TIK-22,340,1071,68%,66%,1024,c2,yes,,296,199,
TIK-23,2081,1204,68%,75%,1157,c1,yes,,189,159,
TIK-25,1010,1227,68%,74%,1202,c1,yes,,104,241,КОИБ
TIK-25,1010,1227,68%,74%,1202,c2,yes,,104,241,КОИБ
TIK-25,1011,743,68%,77%,721,c1,yes,,90,133,КОИБ
TIK-25,1011,743,68%,77%,721,c2,yes,,90,133,КОИБ
TIK-25,1014,1149,68%,78%,1120,c1,yes,,78,243,КОИБ
TIK-25,1014,1149,68%,78%,1120,c2,yes,,78,243,КОИБ
TIK-25,1015,1094,68%,81%,1030,c2,yes,,71,164,КОИБ
TIK-25,1018,1328,68%,78%,1241,c1,yes,,55,256,КОИБ
TIK-25,1018,1328,68%,78%,1241,c2,yes,,55,256,КОИБ
TIK-25,1022,1365,68%,79%,1204,c2,yes,,85,143,КОИБ
TIK-25,1024,1191,68%,80%,1162,c1,yes,,111,237,КОИБ
TIK-25,1024,1191,68%,80%,1162,c2,yes,,111,237,КОИБ
TIK-25,986,1200,68%,74%,1157,c1,yes,,99,233,КОИБ
TIK-25,986,1200,68%,74%,1157,c2,yes,,99,233,КОИБ
TIK-27,1381,1256,68%,76%,1222,c1,yes,,184,319,
TIK-27,1381,1256,68%,76%,1222,c2,yes,,184,319,
TIK-28,1895,1092,68%,73%,1073,c1,yes,,148,263,
TIK-28,1895,1092,68%,73%,1073,c2,yes,,148,263,
TIK-28,1924,1401,68%,73%,1374,c1,yes,,154,295,
TIK-28,1924,1401,68%,73%,1374,c2,yes,,154,295,
TIK-29,2109,1456,68%,76%,1311,c1,yes,,115,135,
TIK-29,2135,1572,68%,76%,1535,c1,yes,,107,207,
TIK-29,2135,1572,68%,76%,1535,c2,yes,,107,207,
TIK-30,2265,1816,68%,70%,1669,c1,yes,,628,317,
TIK-30,2265,1816,68%,70%,1669,c2,yes,,628,317,
TIK-2,122,973,67%,71%,935,c2,yes,,248,283,КОИБ
TIK-2,142,1099,67%,71%,985,c1,yes,,114,150,КОИБ
TIK-2,142,1099,67%,71%,985,c2,yes,,114,150,КОИБ
TIK-2,144,906,67%,75%,876,c1,yes,,84,220,КОИБ
TIK-2,160,1024,67%,75%,984,c2,yes,,93,208,КОИБ
TIK-2,161,1044,67%,75%,982,c1,yes,,69,189,КОИБ
TIK-2,161,1044,67%,75%,982,c2,yes,,69,189,КОИБ
TIK-2,174,1274,67%,70%,1245,c1,yes,,113,184,КОИБ
TIK-2,174,1274,67%,70%,1245,c2,yes,,113,184,КОИБ
TIK-3,594,860,67%,71%,839,c1,yes,,121,235,
TIK-3,594,860,67%,71%,839,c2,yes,,121,235,
TIK-4,930,1062,67%,73%,1025,c2,yes,,67,297,КОИБ
TIK-4,933,1231,67%,79%,1176,c1,yes,,126,266,КОИБ
TIK-4,933,1231,67%,79%,1176,c2,yes,,126,266,КОИБ
TIK-5,1511,1440,67%,81%,1415,c1,yes,,144,245,
TIK-5,1511,1440,67%,81%,1415,c2,yes,,144,245,
TIK-5,1523,1455,67%,75%,1443,c1,yes,,111,255,
TIK-5,1523,1455,67%,75%,1443,c2,yes,,111,255,
TIK-7,804,1365,67%,75%,1320,c1,yes,,155,351,
TIK-7,804,1365,67%,75%,1320,c2,yes,,155,351,
TIK-7,809,1407,67%,76%,1360,c2,yes,,108,289,
TIK-8,1691,1423,67%,79%,1398,c1,yes,,350,127,КОИБ
TIK-8,1691,1423,67%,79%,1398,c2,yes,,350,127,КОИБ
TIK-9,1793,1213,67%,73%,1178,c1,yes,,199,297,
TIK-9,1793,1213,67%,73%,1178,c2,yes,,199,297,
TIK-10,199,1233,67%,80%,1198,c1,yes,,152,264,
TIK-10,199,1233,67%,80%,1198,c2,yes,,152,264,
TIK-10,226,1321,67%,77%,1279,c1,yes,,234,290,
TIK-10,226,1321,67%,77%,1279,c2,yes,,234,290,
TIK-11,416,1717,67%,76%,1671,c1,yes,,84,257,
TIK-11,416,1717,67%,76%,1671,c2,yes,,84,257,
TIK-11,438,1385,67%,72%,1341,c1,yes,,176,156,
TIK-11,438,1385,67%,72%,1341,c2,yes,,176,156,
TIK-11,451,1277,67%,81%,1235,c1,yes,,115,150,
TIK-12,1725,809,67%,72%,796,c1,yes,,169,146,
TIK-12,1725,809,67%,72%,796,c2,yes,,169,146,
TIK-12,1731,1581,67%,70%,1529,c1,yes,,132,359,
TIK-12,1731,1581,67%,70%,1529,c2,yes,,132,359,
TIK-12,1747,1258,67%,79%,1211,c1,yes,,160,278,
TIK-12,1747,1258,67%,79%,1211,c2,yes,,160,278,
TIK-12,1783,1350,67%,74%,1320,c1,yes,,101,296,
TIK-12,1783,1350,67%,74%,1320,c2,yes,,101,296,
TIK-13,1263,1231,67%,76%,1187,c1,yes,,235,101,
TIK-13,1263,1231,67%,76%,1187,c2,yes,,235,101,
TIK-14,280,1258,67%,77%,1230,c1,yes,,193,403,
TIK-14,280,1258,67%,77%,1230,c2,yes,,193,403,
TIK-14,286,780,67%,75%,756,c1,yes,,95,188,
TIK-14,286,780,67%,75%,756,c2,yes,,95,188,
TIK-14,304,1232,67%,69%,1222,c1,yes,,392,312,
TIK-17,512,1146,67%,72%,1137,c1,yes,,190,368,
TIK-17,512,1146,67%,72%,1137,c2,yes,,190,368,
TIK-17,521,1671,67%,75%,1623,c1,yes,,215,200,
TIK-17,521,1671,67%,75%,1623,c2,yes,,215,200,
TIK-17,528,1134,67%,77%,1093,c1,yes,,179,177,
TIK-17,528,1134,67%,77%,1093,c2,yes,,179,177,
TIK-17,533,1570,67%,75%,1506,c1,yes,,80,445,
TIK-17,533,1570,67%,75%,1506,c2,yes,,80,445,
TIK-19,1286,874,67%,74%,861,c1,yes,,276,239,
TIK-19,1293,761,67%,68%,737,c1,yes,,144,204,
TIK-19,1293,761,67%,68%,737,c2,yes,,144,204,
TIK-19,1321,1114,67%,76%,1080,c1,yes,,231,292,
TIK-19,1321,1114,67%,76%,1080,c2,yes,,231,292,
TIK-19,1322,1314,67%,76%,1275,c1,yes,,96,307,
TIK-19,1322,1314,67%,76%,1275,c2,yes,,96,307,
TIK-19,1337,1692,67%,70%,1488,c1,yes,,186,330,
TIK-20,1952,1164,67%,77%,1110,c1,yes,,107,183,
TIK-20,1952,1164,67%,77%,1110,c2,yes,,107,183,
TIK-20,1968,1727,67%,74%,1610,c1,yes,,249,198,
TIK-20,1968,1727,67%,74%,1610,c2,yes,,249,198,
TIK-22,330,1379,67%,72%,1347,c1,yes,,345,257,
TIK-22,330,1379,67%,72%,1347,c2,yes,,345,257,
TIK-22,355,1262,67%,66%,1233,c2,yes,,526,108,
TIK-22,369,1094,67%,69%,1060,c1,yes,,124,338,
TIK-22,369,1094,67%,69%,1060,c2,yes,,124,338,
TIK-23,2071,1122,67%,78%,1086,c2,yes,,153,146,
TIK-24,1591,1358,67%,79%,1315,c2,yes,,60,235,
TIK-24,1599,1463,67%,76%,1437,c1,yes,,240,324,
TIK-24,1599,1463,67%,76%,1437,c2,yes,,240,324,
TIK-24,1601,1270,67%,75%,1217,c1,yes,,135,232,
TIK-24,1601,1270,67%,75%,1217,c2,yes,,135,232,
TIK-25,1021,1419,67%,72%,1393,c1,yes,,165,221,КОИБ
TIK-25,1021,1419,67%,72%,1393,c2,yes,,165,221,КОИБ
TIK-25,1034,1312,67%,78%,1248,c1,yes,,119,247,КОИБ
TIK-25,995,1223,67%,77%,1202,c1,yes,,48,304,КОИБ
TIK-25,995,1223,67%,77%,1202,c2,yes,,48,304,КОИБ
TIK-26,1154,1435,67%,79%,1420,c1,yes,,120,218,КОИБ
TIK-26,1154,1435,67%,79%,1420,c2,yes,,120,218,КОИБ
TIK-27,1374,702,67%,76%,679,c1,yes,,110,253,
TIK-27,1374,702,67%,76%,679,c2,yes,,110,253,
TIK-27,1380,1095,67%,73%,1059,c1,yes,,238,304,
TIK-27,1380,1095,67%,73%,1059,c2,yes,,238,304,
TIK-27,1403,1487,67%,73%,1461,c1,yes,,242,326,
TIK-27,1403,1487,67%,73%,1461,c2,yes,,242,326,
TIK-28,1877,1461,67%,74%,1407,c1,yes,,136,285,
TIK-28,1877,1461,67%,74%,1407,c2,yes,,136,285,
TIK-28,1894,1838,67%,73%,1812,c1,yes,,422,651,
TIK-28,1894,1838,67%,73%,1812,c2,yes,,422,651,
TIK-1,21,1100,66%,66%,1013,c2,yes,,186,113,
TIK-1,26,702,66%,73%,681,c1,yes,,273,59,
TIK-1,37,627,66%,70%,615,c1,yes,,66,71,
TIK-1,37,627,66%,70%,615,c2,yes,,66,71,
TIK-1,49,1190,66%,72%,1165,c2,yes,,297,146,
TIK-2,126,862,66%,72%,838,c2,yes,,88,296,КОИБ
TIK-2,173,1212,66%,72%,1177,c1,yes,,199,100,КОИБ
TIK-2,173,1212,66%,72%,1177,c2,yes,,199,100,КОИБ
TIK-3,625,1112,66%,76%,1090,c1,yes,,150,263,
TIK-3,625,1112,66%,76%,1090,c2,yes,,150,263,
TIK-4,915,1190,66%,77%,1164,c1,yes,,103,273,КОИБ
TIK-4,915,1190,66%,77%,1164,c2,yes,,103,273,КОИБ
TIK-5,1441,1548,66%,75%,1534,c1,yes,,170,247,
TIK-5,1441,1548,66%,75%,1534,c2,yes,,170,247,
TIK-5,1446,1299,66%,76%,1277,c1,yes,,145,231,
TIK-5,1446,1299,66%,76%,1277,c2,yes,,145,231,
TIK-5,1499,1536,66%,73%,1502,c1,yes,,257,258,
TIK-5,1499,1536,66%,73%,1502,c2,yes,,257,258,
TIK-5,1519,1676,66%,75%,1566,c1,yes,,295,275,
TIK-5,1519,1676,66%,75%,1566,c2,yes,,295,275,
TIK-5,1521,1148,66%,73%,1132,c1,yes,,176,203,
TIK-5,1521,1148,66%,73%,1132,c2,yes,,176,203,
TIK-7,760,1184,66%,77%,1152,c1,yes,,87,269,
TIK-7,760,1184,66%,77%,1152,c2,yes,,87,269,
TIK-7,801,1031,66%,75%,1008,c1,yes,,232,207,
TIK-7,801,1031,66%,75%,1008,c2,yes,,232,207,
TIK-8,1687,1297,66%,81%,1269,c1,yes,,140,117,КОИБ
TIK-8,1687,1297,66%,81%,1269,c2,yes,,140,117,КОИБ
TIK-8,1693,1763,66%,78%,1733,c1,yes,,147,193,КОИБ
TIK-8,1698,1382,66%,78%,1344,c1,yes,,97,231,КОИБ
TIK-8,1698,1382,66%,78%,1344,c2,yes,,97,231,КОИБ
TIK-8,1713,1221,66%,79%,1202,c1,yes,,99,208,КОИБ
TIK-8,1713,1221,66%,79%,1202,c2,yes,,99,208,КОИБ
TIK-9,1801,1252,66%,68%,1154,c1,yes,,169,375,
TIK-9,1801,1252,66%,68%,1154,c2,yes,,169,375,
TIK-9,1803,1542,66%,71%,1511,c1,yes,,251,476,
TIK-9,1803,1542,66%,71%,1511,c2,yes,,251,476,
TIK-9,1813,1486,66%,76%,1457,c1,yes,,92,456,
TIK-9,1813,1486,66%,76%,1457,c2,yes,,92,456,
TIK-9,1819,1366,66%,76%,1343,c1,yes,,134,322,
TIK-9,1819,1366,66%,76%,1343,c2,yes,,134,322,
TIK-9,1822,1262,66%,75%,1247,c1,yes,,120,298,
TIK-9,1832,1289,66%,77%,1220,c1,yes,,71,368,
TIK-9,1832,1289,66%,77%,1220,c2,yes,,71,368,
TIK-9,1841,1201,66%,77%,1176,c1,yes,,143,390,
TIK-9,1841,1201,66%,77%,1176,c2,yes,,143,390,
TIK-10,202,1081,66%,79%,1056,c1,yes,,281,229,
TIK-10,202,1081,66%,79%,1056,c2,yes,,281,229,
TIK-10,207,882,66%,74%,861,c1,yes,,176,92,
TIK-10,207,882,66%,74%,861,c2,yes,,176,92,
TIK-10,240,1069,66%,76%,1016,c1,yes,,289,272,
TIK-10,240,1069,66%,76%,1016,c2,yes,,289,272,
TIK-11,465,1168,66%,72%,1144,c1,yes,,188,200,
TIK-11,465,1168,66%,72%,1144,c2,yes,,188,200,
TIK-11,466,1392,66%,75%,1348,c1,yes,,138,180,
TIK-11,466,1392,66%,75%,1348,c2,yes,,138,180,
TIK-11,489,1172,66%,76%,1137,c1,yes,,105,189,
TIK-11,489,1172,66%,76%,1137,c2,yes,,105,189,
TIK-11,494,1138,66%,78%,1108,c1,yes,,116,196,
TIK-11,494,1138,66%,78%,1108,c2,yes,,116,196,
TIK-12,1726,1719,66%,72%,1711,c1,yes,,529,460,
TIK-12,1726,1719,66%,72%,1711,c2,yes,,529,460,
TIK-12,1733,1353,66%,76%,1322,c2,yes,,87,288,
TIK-12,1746,706,66%,75%,690,c1,yes,,76,178,
TIK-12,1746,706,66%,75%,690,c2,yes,,76,178,
TIK-12,1748,1215,66%,73%,1192,c1,yes,,78,304,
TIK-12,1748,1215,66%,73%,1192,c2,yes,,78,304,
TIK-12,1765,1732,66%,77%,1708,c2,yes,,322,424,
TIK-12,1768,1171,66%,72%,1153,c1,yes,,77,230,
TIK-12,1768,1171,66%,72%,1153,c2,yes,,77,230,
