ТИК,район,№ УИК,Число избирателей на январь,МН пришли,МН ушли,КОИБ(1)/КЕГ(2),Адрес голосования,location_type,адреса домов,телефон,url,uikpage,Адрес комиссии,phone
4,Красногвардейский,949,1515,167,139,1,"195112, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Таллинская улица, дом 26, корпус 2, здание лицея №533",здание лицея №533,"Малая Охта,Заневский проспект,21 (21 лит.А)
 Малая Охта,Заневский проспект,23 (23 лит.А)
 Малая Охта,Заневский проспект,29 (29 лит.А)
 Малая Охта,Заневский проспект,31 (31 лит.А)
 Малая Охта,Новочеркасский проспект,28/19 (28/19 лит.А)
 Малая Охта,Новочеркасский проспект,32к2 (32 к2 лит.А)
 Малая Охта,Шаумяна проспект 39; 43; 45
 Малая Охта,Шаумяна проспект,47 (47 лит.А)
 Малая Охта,Шаумяна проспект,53 (53 лит.А)",8(812)4442122,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007049&tvd=4784007241678&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241678,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151491,"195112, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Таллинская улица, дом 26, корпус 2, здание лицея №533",8(812)4442122
4,Красногвардейский,950,2376,127,216,1,"195112, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Таллинская улица, дом 26, корпус 2, здание лицея №533",здание лицея №533,"Малая Охта,Новочеркасский проспект 40; 36к2
 Малая Охта,Новочеркасский проспект,36к1 (36 к1 лит.А)
 Малая Охта,Новочеркасский проспект,42 (42 лит.А)
 Малая Охта,Новочеркасский проспект,46 (46 лит.А)
 Малая Охта,Новочеркасский проспект,51 (51 лит.А)
 Малая Охта,Таллинская улица 26к1
 Малая Охта,Таллинская улица,15 (15 лит.А)
 Малая Охта,Таллинская улица,17 (17 лит.А)
 Малая Охта,Таллинская улица,22 (22 лит.А)
 Малая Охта,Таллинская улица,24 (24 лит.А)
 Малая Охта,Таллинская улица,25 (25 лит.А)
 Малая Охта,Таллинская улица,27 (27 лит.А)
 Малая Охта,Таллинская улица,28 (28 лит.А)
 Малая Охта,Таллинская улица,30 (30 лит.А)
 Малая Охта,Шаумяна проспект 59
 Малая Охта,Шаумяна проспект,55 (55 лит.А)
 Малая Охта,Шаумяна проспект,57 (57 лит.А)
 Малая Охта,Шаумяна проспект,63 (63 лит.А)",8(812)4442122,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007050&tvd=4784007241679&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241679,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151503,"195112, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Таллинская улица, дом 26, корпус 2, здание лицея №533",8(812)4442122
4,Красногвардейский,951,1861,223,210,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",здание школы №490,"Малая Охта,Гранитная улица 16
 Малая Охта,Гранитная улица,10 (10 лит.А)
 Малая Охта,Гранитная улица,4 (4 лит.А)
 Малая Охта,Гранитная улица,8 (8 лит.А)
 Малая Охта,Громова улица 6; 8
 Малая Охта,Громова улица,10 (10 лит.А)
 Малая Охта,Громова улица,12 (12 лит.А)
 Малая Охта,Громова улица,14/6 (14/6 лит.А)
 Малая Охта,Громова улица,16 (16 лит.А)
 Малая Охта,Рижская улица,14 (14 лит.А)
 Малая Охта,Рижская улица,16 (16 лит.А)
 Малая Охта,Рижская улица,8 (8 лит.А)",8(812)4172913,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007051&tvd=4784007241680&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241680,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151515,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",8(812)4172913
4,Красногвардейский,952,1933,230,237,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",здание школы №490,"Малая Охта,Гранитная улица,18 (18 лит.А)
 Малая Охта,Гранитная улица,24 (24 лит.А)
 Малая Охта,Гранитная улица,26 (26 лит.А)
 Малая Охта,Гранитная улица,28 (28 лит.А)
 Малая Охта,Новочеркасский проспект 61; 62; 54к1; 54к2; 57к1
 Малая Охта,Новочеркасский проспект,50к1 (50 к1 лит.А)
 Малая Охта,Новочеркасский проспект,54к3 (54 к3 лит.А)
 Малая Охта,Новочеркасский проспект,56к2 (56 к2 лит.А)
 Малая Охта,Новочеркасский проспект,59к1 (59 к1 лит.А)
 Малая Охта,Рижская улица 2
 Малая Охта,Рижская улица,4 (4 лит.А)",8(812)4172913,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007052&tvd=4784007241681&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241681,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151527,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",8(812)4172913
4,Красногвардейский,953,1875,116,259,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",здание школы №490,"Малая Охта,Гранитная улица 30; 32; 34
 Малая Охта,Новочеркасский проспект,50к2 (50 к2 лит.А)
 Малая Охта,Таллинская улица,23 (23 лит.А)
 Малая Охта,Шаумяна проспект 69; 73; 77; 85
 Малая Охта,Шаумяна проспект,65 (65 лит.А)
 Малая Охта,Шаумяна проспект,67 (67 лит.А)
 Малая Охта,Шаумяна проспект,75 (75 лит.А)
 Малая Охта,Шаумяна проспект,79 (79 лит.А)
 Малая Охта,Шаумяна проспект,81 (81 лит.А)
 Малая Охта,Шаумяна проспект,87 (87 лит.А)",8(812)4172913,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007053&tvd=4784007241682&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241682,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151539,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Новочеркасский проспект, дом 50, корпус 3, здание школы №490",8(812)4172913
4,Красногвардейский,954,1852,380,309,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",здание школы №491,"Малая Охта,Заневский проспект,35 (35 лит.А)
 Малая Охта,Заневский проспект,39 (39 лит.А)
 Малая Охта,Заневский проспект,43 (43 лит.А)
 Малая Охта,Заневский проспект,47 (47 лит.А)
 Малая Охта,Казанская улица (Малая Охта),4 (4лит.А)
 Малая Охта,Шаумяна проспект 30; 38; 40; 48
 Малая Охта,Шаумяна проспект,32 (32 лит.А)
 Малая Охта,Шаумяна проспект,34 (34 лит.А)
 Малая Охта,Шаумяна проспект,42 (42 лит.А)",8(812)4448262,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007054&tvd=4784007241683&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241683,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151551,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",8(812)4448262
4,Красногвардейский,955,1685,114,207,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",здание школы №491,"Малая Охта,Заневский проспект,34к1 (34 к1 лит.А)
 Малая Охта,Заневский проспект,51 (51 лит.А)
 Малая Охта,Заневский проспект,51к2 (51 к2 лит.А)
 Малая Охта,Заневский проспект,55 (55 лит.А)
 Малая Охта,Заневский проспект,59 (59 лит.А)
 Малая Охта,Заневский проспект,61к2 (61 к2 лит.А)
 Малая Охта,Заневский проспект,63 (63 лит.А)",8(812)4448262,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007055&tvd=4784007241684&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241684,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151563,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",8(812)4448262
4,Красногвардейский,956,2226,92,309,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",здание школы №491,"Малая Охта,Гранитная улица 46к3
 Малая Охта,Гранитная улица,46к2 (46 к2 лит.А)
 Малая Охта,Гранитная улица,48 (48 лит.А)
 Малая Охта,Гранитная улица,52 (52 лит.А)
 Малая Охта,Гранитная улица,54 (54 лит.А)
 Малая Охта,Гранитная улица,54к3 (54 к3 лит.А)
 Малая Охта,Гранитная улица,56 (56 лит.А)
 Малая Охта,Гранитная улица,58 (58 лит.А)
 Малая Охта,Гранитная улица,60 (60 лит.А)
 Малая Охта,Гранитная улица,62 (62 лит.А)
 Малая Охта,Казанская улица (Малая Охта),8 (8 лит.А)
 Малая Охта,Уткин проспект 2; 13к3; 13к4; 13к5; 13к5б; 13к7; 13к8; 13к9; 13к10; 13к12
 Малая Охта,Уткин проспект,13к1 (расселен)
 Малая Охта,Уткин проспект,13к2 (13 к2 лит.А)
 Малая Охта,Уткин проспект,13к6 (13 к6 лит.А)
 Малая Охта,Шаумяна проспект 44
 Малая Охта,Шаумяна проспект,46 (46 лит.А)",8(812)4448262,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007056&tvd=4784007241685&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241685,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151575,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",8(812)4448262
4,Красногвардейский,957,2410,117,288,1,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",здание школы №491,"Малая Охта,Гранитная улица 40
 Малая Охта,Гранитная улица,36 (36 лит.А)
 Малая Охта,Гранитная улица,38 (38 лит.А)
 Малая Охта,Гранитная улица,42 (42 лит.А)
 Малая Охта,Гранитная улица,44 (44 лит.А)
 Малая Охта,Гранитная улица,46к1 (46 к1 лит.А)
 Малая Охта,Гранитная улица,50 (50 лит.А)
 Малая Охта,Казанская улица (Малая Охта) 10
 Малая Охта,Казанская улица (Малая Охта),12 (12 лит.А)
 Малая Охта,Казанская улица (Малая Охта),18 (18 лит.А)
 Малая Охта,Казанская улица (Малая Охта),2 (2 лит.А)
 Малая Охта,Казанская улица (Малая Охта),20 (20 лит.А)
 Малая Охта,Казанская улица (Малая Охта),5 (5 лит.А)
 Малая Охта,Казанская улица (Малая Охта),7 (7 лит.А)
 Малая Охта,Шаумяна проспект 54; 58; 52/1",8(812)4448262,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007057&tvd=4784007241686&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241686,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007151587,"195213, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Малая Охта, Шаумяна проспект, дом 36, здание школы №491",8(812)4448262
4,Красногвардейский,958,620,68,0,0,,,,,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007061&tvd=4784007241746&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241746,,,
4,Красногвардейский,959,0,448,0,0,,,,,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007062&tvd=4784007241747&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241747,,,
4,Красногвардейский,960,1974,373,399,1,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",здание школы №191,"Полюстрово,Даниила Хармса улица,4 (4 лит.А)
 Полюстрово,Даниила Хармса улица,6 (6 лит.А)
 Полюстрово,Даниила Хармса улица,8 (8 лит.А)
 Полюстрово,Маршака проспект,2к1 (2 к1 лит.А)
 Полюстрово,Маршака проспект,4 (4 лит.А)
 Полюстрово,Муринская дорога,78 (78 лит.А)
 Полюстрово,Муринская дорога,80к1 (80 к1 лит.А)
 Полюстрово,Муринская дорога,84 (84 лит.А)",8(812)6162396,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007058&tvd=4784007241688&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241688,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007193778,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",8(812)6162396
4,Красногвардейский,961,2600,279,453,1,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",здание школы №191,"Полюстрово,Даниила Хармса улица,3к1 (3 к1 лит.А)
 Полюстрово,Даниила Хармса улица,5к1 (5 к1 лит.А)
 Полюстрово,Даниила Хармса улица,5к2 (5 к2 лит.А)
 Полюстрово,Даниила Хармса улица,7 (7 лит.А)
 Полюстрово,Маршака проспект,12к2 (12 к2 лит.А)
 Полюстрово,Маршака проспект,14к2 (14 к2 лит.А)
 Полюстрово,Маршака проспект,14к3 (14 к3 лит.А)
 Полюстрово,Маршака проспект,16к4 (16 к4 лит.А)
 Полюстрово,Муринская дорога,74к1 (74 к1 лит.А)",8(812)6162396,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007059&tvd=4784007241689&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241689,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007193790,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",8(812)6162396
4,Красногвардейский,962,2820,184,561,1,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",здание школы №191,"Полюстрово,Корнея Чуковского улица,10 (10 лит.А)
 Полюстрово,Корнея Чуковского улица,12 (12 лит.А)
 Полюстрово,Корнея Чуковского улица,3к1 (3 к1 лит.А)
 Полюстрово,Корнея Чуковского улица,3к3 (3 к3 лит.А)
 Полюстрово,Корнея Чуковского улица,5к1 (5 к1 лит.А)
 Полюстрово,Корнея Чуковского улица,5к2 (5 к2 лит.А)
 Полюстрово,Корнея Чуковского улица,5к3 (5 к3 лит.А)
 Полюстрово,Корнея Чуковского улица,7к1 (7 к1 лит.А)
 Полюстрово,Корнея Чуковского улица,7к2 (7 к2 лит.А)
 Полюстрово,Корнея Чуковского улица,7к3 (7 к3 лит.А)
 Полюстрово,Корнея Чуковского улица,7к4 (7 к4 лит.А)
 Полюстрово,Корнея Чуковского улица,8 (8 лит.А)
 Полюстрово,Маршака проспект,16к3 (16 к3 лит.А)
 Полюстрово,Маршака проспект,22 (22 лит.А)
 Полюстрово,Маршака проспект,24к1 (24 к1 лит.А)
 Полюстрово,Муринская дорога,64 (64 лит.А)
 Полюстрово,Муринская дорога,68к1 (68 к1 лит.А)
 Полюстрово,Муринская дорога,68к2 (68 к2 лит.А)
 Полюстрово,Новая деревня 1; 2; 3; 6; 8; 9; 10; 13; 13а; 14а; 16; 16а; 17а; 23; 23а; 25; 28; 31; 32а; 37
 Полюстрово,Новая деревня,22 (22 лит.А)
 Полюстрово,Новая деревня,32 (расселен)",8(812)6162396,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007060&tvd=4784007241690&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241690,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784007240641,"195299, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Полюстрово, Маршака проспект, дом 24, корпус 2, литера А, здание школы №191",8(812)6162396
4,Красногвардейский,963,600,103,0,0,,,,,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784007063&tvd=4784007241748&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784007241748,,,
5,Невский,1422,1910,182,340,0,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",ГОУ СОШ №39,"Народный,Октябрьская набережная 124; 124к2; 124к3; 124к5",8(812)4411254,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011006&tvd=4784011266297&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266297,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011155970,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",8(812)4411254
5,Невский,1423,1974,50,210,0,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",ГОУ СОШ №39,"Народный,Октябрьская набережная 122к4; 122к5; 124к4; 124к7; 126к2; 126к3",8(812)4411254,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011007&tvd=4784011266298&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266298,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011155982,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",8(812)4411254
5,Невский,1424,1944,89,248,0,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",ГОУ СОШ №39,"Народный,Октябрьская набережная 116к2; 116к3; 116к4; 118к1; 118к2; 118к4; 118к5; 118к6; 122к1; 122к2; 122к3",8(812)4411254,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011008&tvd=4784011266299&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266299,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156006,"193149, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 118, корпус 9, ГОУ СОШ №39",8(812)4411254
5,Невский,1425,2038,60,235,0,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338",ГОУ СОШ №338,"Народный,Большевиков проспект 75к1; 75к2; 77к1; 77к2; 79к1; 79к2; 79к3
 Народный,Октябрьская набережная 106; 110; 100к1; 100к2; 106к2",8(812)5761091,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011009&tvd=4784011266300&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266300,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156018,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338",8(812)5761091
5,Невский,1426,2048,96,254,0,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338",ГОУ СОШ №338,"Народный,Большевиков проспект 81; 79к4
 Народный,Октябрьская набережная 86к1; 88к1; 88к2; 88к3; 88к4; 90к1; 90к2; 90к3; 90к4; 90к6; 90к7; 90к8; 92к1; 92к2; 92к3; 94к1; 94к2; 94к3; 94к4; 96к1; 96к2; 96к3; 98к1; 98к2; 98к4","8(812)5761091, 8(812)5761090",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011010&tvd=4784011266301&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266301,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156030,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338","8(812)5761091, 8(812)5761090"
5,Невский,1427,2042,82,223,0,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338",ГОУ СОШ №338,"Народный,Октябрьская набережная 82; 76к2; 76к3; 78к1; 78к2; 78к3; 80к1; 80к2; 80к3; 80к5; 84к3; 84к4; 86к3",8(812)5761091,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011011&tvd=4784011266302&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266302,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156054,"193230, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 84, корпус 1, ГОУ СОШ №338",8(812)5761091
5,Невский,1428,2565,162,245,0,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 70, корпус 2, литера А, ГОУ СОШ №497",ГОУ СОШ №497,"Народный,Народная улица 1; 5к2
 Народный,Октябрьская набережная 68; 70к1; 70к4; 74к1; 74к2; 76к1",8(812)4463933,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011012&tvd=4784011266303&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266303,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156078,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 70, корпус 2, литера А, ГОУ СОШ №497",8(812)4463933
5,Невский,1429,2340,134,309,0,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 70, корпус 2, литера А, ГОУ СОШ №497",ГОУ СОШ №497,"Народный,Дальневосточный проспект 61; 71; 69к1; 69к2; 69к3
 Народный,Народная улица 5; 9; 11; 13; 17; 19; 23; 25; 29; 31; 33; 11к2",8(812)4462200,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011013&tvd=4784011266304&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266304,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156102,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Октябрьская набережная, дом 70, корпус 2, литера А, ГОУ СОШ №497","8(812)4462200, 8(812)4463933"
5,Невский,1430,2218,169,221,0,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498",ГОУ СОШ №498,"Народный,Народная улица 2; 6; 8; 10; 12; 14; 16; 2к3","8(812)4173181, 8(812)4461857",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011014&tvd=4784011266305&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266305,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156126,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498","8(812)4173181, 8(812)4461857"
5,Невский,1431,1921,68,209,0,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498",ГОУ СОШ №498,"Народный,Новоселов улица 1; 2; 5; 7; 9; 11
 Народный,Октябрьская набережная 60; 66; 62к1; 62к2; 62к3; 64к1; 64к2; 64к3
 Народный,Тельмана улица 6; 12А; 12Б","8(812)4173181, 8(812)4461857",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011015&tvd=4784011266306&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266306,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156150,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498","8(812)4173181, 8(812)4461857"
5,Невский,1432,2350,67,221,0,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498",ГОУ СОШ №498,"Народный,Дальневосточный проспект 55; 59; 57к2
 Народный,Народная улица 18; 20; 22; 26; 30; 32
 Народный,Новоселов улица 15; 19; 23; 27; 29; 31","8(812)4173181, 8(812)4461857",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011016&tvd=4784011266307&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266307,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156162,"193079, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Новоселов улица, дом 21, ГОУ СОШ №498","8(812)4173181, 8(812)4461857"
5,Невский,1433,2315,99,274,0,"193315, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Народная улица, дом 63, ГОУ СОШ №516",ГОУ СОШ №516,"Народный,Дальневосточный проспект 64; 72; 74; 76; 80; 62к1; 66к1; 68к1; 68к2; 69к4; 69к5; 69к6; 82к1; 82к2; 82к3",8(812)4477521,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784011017&tvd=4784011266308&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784011266308,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784011156174,"193315, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Народный, Народная улица, дом 63, ГОУ СОШ №516",8(812)4477521
